;Station_id;date_from;date_to;altitude;latitude;longitude;name;state
3;18510101;2010-12-31;202;50.7827;6.0941;Aachen;Nordrhein-Westfalen;Frei
44;19720101;2024-12-31;44;52.9336;8.237;GroÃŸenkneten;Niedersachsen;Frei
52;19730101;2001-12-31;46;53.6623;10.199;Ahrensburg-Wulfsdorf;Schleswig-Holstein;Frei
61;19760101;1977-12-31;339;48.8443;12.6171;Aiterhofen;Bayern;Frei
70;19740101;1985-12-31;712;48.2052;9.0371;Albstadt-Ebingen;Baden-WÃ¼rttemberg;Frei
71;19870101;2019-12-31;759;48.2156;8.9784;Albstadt-Badkap;Baden-WÃ¼rttemberg;Frei
72;19790101;1994-12-31;794;48.2766;9.0001;Albstadt-Onstmettingen;Baden-WÃ¼rttemberg;Frei
73;19530101;2024-12-31;374;48.6183;13.062;Aldersbach-Kramersepp;Bayern;Frei
78;19610101;2024-12-31;64;52.4853;7.9125;Alfhausen;Niedersachsen;Frei
91;19790101;2024-12-31;304;50.7446;9.345;Alsfeld-Eifa;Hessen;Frei
93;19780101;1977-12-31;269;50.7691;9.2542;Alsfeld-Reibertenrod;Hessen;Frei
96;20200101;2024-12-31;50;52.9437;12.8518;Neuruppin-Alt Ruppin;Brandenburg;Frei
98;18870101;1954-12-31;780;51.189;8.4671;Altastenberg;Nordrhein-Westfalen;Frei
102;19980101;2024-12-31;0;53.8633;8.1275;Leuchtturm Alte Weser;Niedersachsen;Frei
106;19730101;1995-12-31;500;51.7976;10.4429;Altenau;Niedersachsen;
116;19000101;1972-12-31;213;50.9833;12.4333;Altenburg;ThÃ¼ringen;Frei
125;20190101;2024-12-31;739;47.8342;10.8667;Altenstadt;Bayern;Frei
129;19910101;2006-12-31;30;53.6893;13.242;Altentreptow;Mecklenburg-Vorpommern;Frei
131;20050101;2024-12-31;296;51.0881;12.9326;Geringswalde-Altgeringswalde;Sachsen;Frei
132;19540101;1986-12-31;750;49.7725;12.3891;AltglashÃ¼tte;Bayern;Frei
142;19550101;2024-12-31;511;48.406;11.3117;AltomÃ¼nster-Maisbrunn;Bayern;Frei
150;19010101;2024-12-31;215;49.7273;8.1164;Alzey;Rheinland-Pfalz;Frei
151;19470101;2024-12-31;382;49.4691;11.8546;Amberg-Unterammersricht;Bayern;Frei
154;19940101;2024-12-31;516;48.0197;12.2925;Amerang-Pfaffing;Bayern;Frei
161;20120101;2024-12-31;75;50.4237;7.4202;Andernach;Rheinland-Pfalz;Frei
164;19090101;2024-12-31;54;53.0316;13.9908;AngermÃ¼nde;Brandenburg;Frei
167;19400101;2024-12-31;11;53.8409;13.6854;Anklam;Mecklenburg-Vorpommern;Frei
169;18810101;1966-12-31;630;50.573;13.0053;Annaberg-Buchholz;Sachsen;Frei
172;19700101;1990-12-31;395;52.2486;9.5056;Annaturm;Niedersachsen;Frei
174;19850101;1987-12-31;250;49.1886;7.9766;Annweiler-Bindersbach;Rheinland-Pfalz;Frei
175;18810101;1975-12-31;413;49.2964;10.5751;Ansbach;Bayern;Frei
176;19770101;1994-12-31;481;49.2475;10.5826;Ansbach-Claffheim;Bayern;
177;19400101;1956-12-31;418;49.3158;10.5815;Ansbach-Hennenbach;Bayern;Frei
183;19360101;2024-12-31;42;54.6791;13.4344;Arkona;Mecklenburg-Vorpommern;Frei
184;19470101;1965-12-31;55;52.6769;12.0077;Arneburg;Sachsen-Anhalt;Frei
185;18810101;1957-12-31;3;54.6289;9.9294;Arnis;Schleswig-Holstein;Frei
186;18670101;1997-12-31;218;51.3773;8.0713;Arnsberg;Nordrhein-Westfalen;Frei
191;18840101;2024-12-31;217;49.9694;9.9114;Arnstein-MÃ¼desheim;Bayern;Frei
193;19390101;1996-12-31;232;51.3845;9.082;Arolsen-Neu Berich;Hessen;Frei
198;19540101;2024-12-31;164;51.3744;11.292;Artern;ThÃ¼ringen;Frei
202;18810101;1951-12-31;111;49.9771;9.1091;Aschaffenburg;Bayern;Frei
207;19470101;1964-12-31;105;51.7498;11.4667;Aschersleben;Sachsen-Anhalt;Frei
211;19820101;1999-12-31;200;50.58;8.4685;AÃŸlar Klein-AltenstÃ¤dten;Hessen;Frei
217;19380101;2024-12-31;670;47.8774;11.3643;Attenkam;Bayern;Frei
221;19860101;1989-12-31;483;48.5515;11.7117;Au i.d.Hallertau-GÃ¼nzenhausen;Bayern;Frei
222;18810101;2024-12-31;393;50.5908;12.7139;Aue;Sachsen;Frei
231;18790101;1973-12-31;490;48.3723;10.8948;Augsburg (Sankt Stephan);Bayern;Frei
232;19470101;2024-12-31;462;48.4253;10.9417;Augsburg;Bayern;Frei
243;18880101;2006-12-31;4;53.4621;7.467;Aurich;Niedersachsen;Frei
257;18810101;2024-12-31;240;48.727;8.2457;Baden-Baden-Geroldsau;Baden-WÃ¼rttemberg;Frei
259;18810101;2024-12-31;275;47.8064;7.6387;MÃ¼llheim;Baden-WÃ¼rttemberg;Frei
268;19540101;1996-12-31;622;48.5293;8.2727;Baiersbronn-Obertal;Baden-WÃ¼rttemberg;Frei
273;19870101;1989-12-31;467;47.8413;9.6606;Baindt;Baden-WÃ¼rttemberg;Frei
282;18810101;2024-12-31;240;49.8743;10.9206;Bamberg;Bayern;Frei
283;18810101;1959-12-31;382;49.8808;10.8695;Bamberg-Altenburg;Bayern;Frei
284;18790101;1958-12-31;282;49.88;10.88;Bamberg (Sternwarte);Bayern;Frei
288;19910101;1997-12-31;3;53.8409;13.7549;Bargischow-Gnevezin;Mecklenburg-Vorpommern;Frei
294;19930101;2024-12-31;110;52.3199;9.43;Barsinghausen-Hohenbostel;Niedersachsen;Frei
298;19380101;2024-12-31;3;54.3405;12.7108;Barth;Mecklenburg-Vorpommern;Frei
303;19980101;2024-12-31;55;52.0613;13.4997;Baruth;Brandenburg;Frei
314;18810101;2024-12-31;234;51.1604;14.5042;KubschÃ¼tz, Kr. Bautzen;Sachsen;Frei
320;18510101;2024-12-31;350;49.9666;11.5198;Heinersreuth-Vollhof;Bayern;Frei
321;19790101;1994-12-31;789;47.6797;12.0017;Bayrischzell;Bayern;Frei
326;20050101;2012-12-31;120;51.7204;8.0577;Beckum-Unterberg;Nordrhein-Westfalen;Frei
327;19630101;1995-12-31;27;53.6234;8.8323;Bederkesa;Niedersachsen;Frei
330;19310101;2024-12-31;455;49.5617;8.9673;Oberzent-Beerfelden;Hessen;Frei
335;19770101;1976-12-31;4;54.3426;10.6018;Behrensdorf;Schleswig-Holstein;Frei
342;20110101;2024-12-31;103;52.317;8.1694;Belm;Niedersachsen;Frei
348;19900101;2010-12-31;127;50.4135;7.5886;Bendorf;Rheinland-Pfalz;Frei
351;19500101;1987-12-31;502;51.6926;10.6978;Oberharz am Brocken-Sorge;Sachsen-Anhalt;Frei
355;19310101;1988-12-31;140;49.6789;8.6276;Bensheim;Hessen;Frei
361;19050101;1998-12-31;550;47.6344;13.0109;Berchtesgaden (KKst);Bayern;Frei
365;19920101;2001-12-31;421;49.3311;11.4303;Berg/Oberpfalz;Bayern;Frei
368;20020101;2024-12-31;69;52.8152;9.9248;Bergen;Niedersachsen;Frei
377;19270101;2024-12-31;210;49.107;7.9967;Bergzabern, Bad;Rheinland-Pfalz;Frei
379;19550101;2024-12-31;304;50.9075;11.2665;Berka, Bad (Flugplatz);ThÃ¼ringen;Frei
386;19740101;1985-12-31;445;51.0454;8.3851;Berleburg, Bad;Nordrhein-Westfalen;Frei
390;19870101;2024-12-31;611;50.9837;8.3683;Berleburg, Bad-StÃ¼nzel;Nordrhein-Westfalen;Frei
395;19490101;1953-12-31;38;52.4167;13.4833;Berlin-Adlershof;Berlin;Frei
399;19750101;2014-12-31;36;52.5198;13.4057;Berlin-Alexanderplatz;Berlin;Frei
400;18890101;2024-12-31;60;52.631;13.5021;Berlin-Buch;Berlin;Frei
402;18300101;1962-12-31;55;52.4564;13.2997;Berlin-Dahlem (LFAG);Berlin;Frei
403;17190101;2024-12-31;51;52.4537;13.3017;Berlin-Dahlem (FU);Berlin;Frei
405;19520101;1954-12-31;37;52.45;13.65;Berlin-Friedrichshagen;Berlin;Frei
407;19580101;1977-12-31;48;52.6461;13.2858;Berlin-Frohnau;Berlin;Frei
408;18830101;1950-12-31;35;52.5333;13.3833;Berlin-InvalidenstraÃŸe;Berlin;Frei
410;19970101;2019-12-31;33;52.404;13.7309;Berlin-Kaniswall;Berlin;Frei
416;19830101;1995-12-31;47;52.4069;13.4127;Berlin-Lichtenrade;Berlin;Frei
417;19310101;1955-12-31;43;52.4144;13.3036;Berlin-Lichterfelde (SÃ¼d);Berlin;Frei
420;19940101;2024-12-31;61;52.5447;13.5598;Berlin-Marzahn;Berlin;Frei
422;18920101;1964-12-31;35;52.5333;13.3833;Berlin-Mitte;Berlin;Frei
424;19010101;1980-12-31;36;52.5;13.4667;Berlin-Ostkreuz;Berlin;Frei
425;19460101;1981-12-31;38;52.4044;13.4838;Berlin-Rudow;Berlin;Frei
427;19570101;2024-12-31;46;52.3807;13.5306;Berlin Brandenburg;Brandenburg;Frei
429;18910101;1986-12-31;32;52.5667;13.1694;Berlin-Spandau;Berlin;Frei
430;19270101;2020-12-31;36;52.5644;13.3088;Berlin-Tegel;Berlin;Frei
432;19790101;1994-12-31;36;52.6044;13.2952;Berlin-Tegeler Fliesstal;Berlin;Frei
433;19380101;2024-12-31;48;52.4676;13.402;Berlin-Tempelhof;Berlin;Frei
434;19140101;1970-12-31;35;52.4553;13.4699;Berlin-Treptow;Berlin;Frei
435;19640101;2006-12-31;45;52.4289;13.2327;Berlin-Zehlendorf;Berlin;Frei
445;18870101;2024-12-31;85;51.8218;11.711;Bernburg/Saale (Nord);Sachsen-Anhalt;Frei
450;19120101;2011-12-31;120;49.9186;7.0664;Bernkastel-Kues;Rheinland-Pfalz;Frei
458;19750101;1987-12-31;185;50.0699;7.0306;Bertrich, Bad;Rheinland-Pfalz;
460;19480101;2024-12-31;362;49.2641;6.6868;Berus;Saarland;Frei
474;18810101;1985-12-31;599;48.1252;9.7639;Warthausen-Birkenhard;Baden-WÃ¼rttemberg;Frei
480;19310101;2006-12-31;296;50.9275;8.4937;Biedenkopf-Wallau;Hessen;Frei
502;19680101;2006-12-31;371;49.8643;9.5044;Bischbrunn-Oberndorf;Bayern;Frei
508;19950101;2010-12-31;675;50.0539;11.8149;BischofsgrÃ¼n;Bayern;
524;19220101;1992-12-31;80;51.6333;12.3167;Bitterfeld;Sachsen-Anhalt;Frei
526;19060101;1975-12-31;254;50.6738;11.2805;Blankenburg, Bad;ThÃ¼ringen;Frei
535;19270101;2024-12-31;417;50.0372;7.3079;Blankenrath;Rheinland-Pfalz;Frei
550;19950101;2001-12-31;344;50.9041;11.7985;Bobeck;ThÃ¼ringen;Frei
553;19540101;1973-12-31;25;51.838;6.6107;Bocholt (Marienschule);Nordrhein-Westfalen;Frei
554;19460101;2005-12-31;23;51.8293;6.5365;Bocholt-Liedern (Wasserwerk);Nordrhein-Westfalen;Frei
555;19250101;2024-12-31;110;51.5026;7.2289;Bochum;Nordrhein-Westfalen;Frei
570;19790101;1981-12-31;648;49.0768;13.0765;Bodenmais-Mais;Bayern;
576;19350101;2003-12-31;445;48.6759;8.9732;BÃ¶blingen;Baden-WÃ¼rttemberg;Frei
578;19520101;1966-12-31;379;48.9451;11.3667;BÃ¶hming;Bayern;Frei
588;19930101;1995-12-31;105;51.752;9.3953;Boffzen;Niedersachsen;Frei
591;19470101;2024-12-31;45;53.3911;10.6878;Boizenburg;Mecklenburg-Vorpommern;Frei
592;19460101;1962-12-31;10;53.8634;9.7344;Bokel;Schleswig-Holstein;Frei
594;19930101;1999-12-31;425;48.6407;9.6136;Boll, Bad (KKst);Baden-WÃ¼rttemberg;
596;19470101;2024-12-31;15;54.0027;11.1908;Boltenhagen;Mecklenburg-Vorpommern;Frei
598;19490101;1956-12-31;62;50.7285;7.0839;Bonn;Nordrhein-Westfalen;Frei
599;19310101;1998-12-31;62;50.7055;7.1467;Bonn-Friesdorf;Nordrhein-Westfalen;Frei
603;20010101;2024-12-31;147;50.7293;7.204;KÃ¶nigswinter-Heiderhof;Nordrhein-Westfalen;Frei
606;19500101;1953-12-31;571;48.079;10.1977;Boos;Bayern;Frei
614;19510101;2007-12-31;240;51.5709;9.312;Borgentreich-BÃ¼hne;Nordrhein-Westfalen;Frei
617;20050101;2024-12-31;47;51.873;6.8863;Borken in Westfalen;Nordrhein-Westfalen;Frei
619;18810101;2005-12-31;12;53.5788;6.6703;Borkum-SÃ¼derstraÃŸe;Niedersachsen;Frei
634;19810101;1990-12-31;373;49.4442;9.6458;Boxberg-Seehof;Baden-WÃ¼rttemberg;
642;19320101;1992-12-31;4;53.3518;8.4969;Brake;Niedersachsen;Frei
643;19940101;1994-12-31;0;53.296;8.4529;Brake-SÃ¼derfeld;Niedersachsen;Frei
645;19460101;1951-12-31;75;52.4083;7.9682;Bramsche;Niedersachsen;Frei
648;19640101;2006-12-31;9;53.8551;9.7152;Brande-HÃ¶rnerkirchen;Schleswig-Holstein;Frei
650;18880101;2000-12-31;35;52.4136;12.5503;Brandenburg-GÃ¶rden;Brandenburg;Frei
652;19480101;1957-12-31;384;49.5353;10.7706;HagenbÃ¼chach;Bayern;Frei
656;19310101;2024-12-31;607;51.7234;10.6021;Braunlage;Niedersachsen;Frei
657;19060101;2003-12-31;625;51.6634;10.669;Braunlage-HohegeiÃŸ;Niedersachsen;Frei
660;19310101;1960-12-31;83;52.2744;10.5656;Braunschweig-Gliesmarode;Niedersachsen;Frei
661;18810101;1953-12-31;75;52.2708;10.5334;Braunschweig (T.H.);Niedersachsen;Frei
662;19400101;2024-12-31;81;52.2915;10.4464;Braunschweig;Niedersachsen;Frei
685;19990101;2005-12-31;585;49.9017;9.4281;Breitsol;Bayern;Frei
691;18510101;2024-12-31;4;53.0451;8.7981;Bremen;Bremen;Frei
699;19460101;1957-12-31;4;53.1004;8.7834;Bremen-Seefahrtschule;Bremen;Frei
701;19130101;2024-12-31;7;53.5332;8.5761;Bremerhaven;Bremen;Frei
702;19470101;1959-12-31;8;53.5876;8.6015;Bremerhaven-SpeckenbÃ¼ttel;Bremen;Frei
703;18810101;1984-12-31;5;53.4779;9.1553;BremervÃ¶rde (A);Niedersachsen;Frei
704;19980101;2024-12-31;11;53.4451;9.139;BremervÃ¶rde;Niedersachsen;Frei
705;19860101;2006-12-31;5;53.5312;9.1664;BremervÃ¶rde-Niederochtenhause;Niedersachsen;Frei
706;19720101;2004-12-31;234;47.8858;7.6611;Eschbach;Baden-WÃ¼rttemberg;Frei
710;18810101;2003-12-31;182;49.0249;8.699;Bretten;Baden-WÃ¼rttemberg;Frei
717;18910101;2003-12-31;443;51.3873;8.5737;Brilon;Nordrhein-Westfalen;Frei
722;18960101;2024-12-31;135;51.7986;10.6183;Brocken;Sachsen-Anhalt;Frei
727;19530101;1986-12-31;290;49.7345;8.9557;Brombachtal-Kirch-Brombach;Hessen;Frei
729;19040101;1989-12-31;600;50.8282;10.454;Brotterode;ThÃ¼ringen;Frei
736;18620101;1999-12-31;390;49.6303;7.1148;BrÃ¼cken;Rheinland-Pfalz;Frei
755;18810101;2024-12-31;340;49.5182;9.3213;Buchen, Kr. Neckar-Odenwald;Baden-WÃ¼rttemberg;Frei
757;19910101;2024-12-31;445;47.9625;7.9983;Buchenbach;Baden-WÃ¼rttemberg;Frei
760;19770101;2024-12-31;83;53.3629;9.9435;Rosengarten-Klecken;Niedersachsen;Frei
766;20020101;2024-12-31;477;50.1745;7.0595;BÃ¼chel-Alflen;Rheinland-Pfalz;Frei
769;19790101;2024-12-31;68;52.2817;9.089;BÃ¼ckeburg;Niedersachsen;Frei
771;19470101;1955-12-31;148;50.2769;9.1167;BÃ¼dingen;Hessen;Frei
772;18930101;1985-12-31;190;48.6957;8.1744;BÃ¼hlertal;Baden-WÃ¼rttemberg;Frei
773;19870101;2004-12-31;478;48.6743;8.1799;BÃ¼hlertal-Obertal;Baden-WÃ¼rttemberg;Frei
793;19920101;1993-12-31;530;49.662;7.1098;Buhlenberg;Rheinland-Pfalz;Frei
817;19530101;2024-12-31;296;51.0306;8.8146;Burgwald-Bottendorf;Hessen;Frei
829;19800101;1994-12-31;479;50.396;8.5465;Butzbach-Bodenrod;Hessen;
840;19900101;2024-12-31;895;50.4313;12.6114;Carlsfeld;Sachsen;Frei
842;19270101;1961-12-31;914;50.4252;12.5953;Carlsfeld-Weiterswiese;Sachsen;Frei
848;18880101;1978-12-31;38;52.6146;10.0726;Celle (Stadt);Niedersachsen;Frei
850;19400101;2024-12-31;39;52.5959;10.0296;Celle;Niedersachsen;Frei
851;18810101;1995-12-31;391;49.2505;12.6044;Pemfling-Pitzling;Bayern;Frei
853;18820101;2024-12-31;416;50.7913;12.872;Chemnitz;Sachsen;Frei
856;19980101;2024-12-31;551;47.8843;12.5404;Chieming;Bayern;Frei
860;20240101;2024-12-31;80;52.2731;10.0163;Algermissen-GroÃŸ Lobke;Niedersachsen;Frei
863;18810101;2011-12-31;585;51.7904;10.347;Clausthal-Zellerfeld;Niedersachsen;Frei
865;19600101;1970-12-31;42;52.8441;8.0624;Cloppenburg;Niedersachsen;Frei
867;18830101;2024-12-31;344;50.3066;10.9679;Lautertal-Oberlauter;Bayern;Frei
873;19540101;1985-12-31;283;50.2833;10.8;Colberg, Bad;ThÃ¼ringen;Frei
876;19470101;1988-12-31;314;51.304;13.0096;Collmberg;Sachsen;Frei
879;19400101;1954-12-31;68;51.7667;14.2833;Cottbus (Flugplatz);Brandenburg;Frei
880;18890101;2024-12-31;69;51.7759;14.3168;Cottbus;Brandenburg;Frei
881;18980101;2003-12-31;423;49.0985;10.0979;Crailsheim-Alexandersreut;Baden-WÃ¼rttemberg;Frei
888;19030101;1990-12-31;269;50.8149;12.3821;Crimmitschau;Sachsen;Frei
891;19220101;2024-12-31;5;53.8712;8.7058;Cuxhaven;Niedersachsen;Frei
896;19500101;2024-12-31;170;51.0778;10.8619;Dachwig;ThÃ¼ringen;Frei
917;19960101;2024-12-31;162;49.8809;8.6779;Darmstadt;Hessen;Frei
918;19880101;1994-12-31;122;49.8453;8.624;Darmstadt (A);Hessen;Frei
919;18620101;1973-12-31;169;49.8697;8.6796;Darmstadt-Botanischer Garten;Hessen;Frei
920;18310101;1986-12-31;108;49.8564;8.5929;Darmstadt (US-Air-Base);Hessen;Frei
927;19860101;2000-12-31;430;50.1957;6.8279;Daun;Rheinland-Pfalz;
931;19900101;2003-12-31;712;47.8007;9.4108;Deggenhausertal-Azenweiler;Baden-WÃ¼rttemberg;Frei
948;18870101;1950-12-31;60;51.8512;12.2515;Dessau;Sachsen-Anhalt;Frei
953;19510101;2024-12-31;481;49.7619;7.0542;Deuselbach;Rheinland-Pfalz;Frei
954;19980101;2024-12-31;0;54.1796;7.4587;UFS Deutsche Bucht;Hamburg;Frei
963;19410101;2024-12-31;38;52.5881;8.3424;Diepholz;Niedersachsen;Frei
964;19520101;1962-12-31;413;50.0832;6.8904;Dierfeld;Rheinland-Pfalz;Frei
965;19360101;1989-12-31;100;51.2401;13.4166;Diesbar-SeuÃŸlitz;Sachsen;Frei
970;19860101;1998-12-31;405;49.4158;10.6734;Dietenhofen;Bayern;Frei
979;19480101;2022-12-31;314;50.7364;8.2672;Dillenburg;Hessen;Frei
982;18810101;2005-12-31;420;48.5701;10.4985;Dillingen/Donau;Bayern;Frei
983;20070101;2024-12-31;419;48.5562;10.56;Dillingen/Donau-Fristingen;Bayern;Frei
991;19550101;2024-12-31;359;50.9116;13.7087;Dippoldiswalde-Reinberg;Sachsen;Frei
998;18930101;2000-12-31;696;48.7968;8.4921;Dobel;Baden-WÃ¼rttemberg;Frei
1000;19920101;1996-12-31;3;54.1442;11.8454;Doberan, Bad-Heiligendamm;Mecklenburg-Vorpommern;Frei
1001;19370101;2024-12-31;97;51.6451;13.5747;Doberlug-Kirchhain;Brandenburg;Frei
1002;19520101;1970-12-31;94;51.5179;13.4436;Dobra;Brandenburg;Frei
1003;18810101;1975-12-31;201;51.1333;13.1167;DÃ¶beln;Sachsen;Frei
1006;18990101;1960-12-31;15;53.1399;11.2544;DÃ¶mitz;Mecklenburg-Vorpommer;Frei
1018;18810101;2004-12-31;677;47.9422;8.5046;Donaueschingen;Baden-WÃ¼rttemberg;Frei
1032;18980101;1998-12-31;120;51.512;7.5345;Dortmund;Nordrhein-Westfalen;Frei
1047;18280101;1934-12-31;112;51.0557;13.7274;Dresden (Mitte);Sachsen;Frei
1048;19340101;2024-12-31;228;51.1278;13.7543;Dresden-Klotzsche;Sachsen;Frei
1050;19240101;2024-12-31;112;51.0221;13.847;Dresden-Hosterwitz;Sachsen;Frei
1051;19350101;2022-12-31;119;51.0249;13.775;Dresden-Strehlen;Sachsen;Frei
1052;19940101;2024-12-31;80;52.2174;12.1641;MÃ¶ckern-Drewitz;Sachsen-Anhalt;Frei
1053;18990101;2002-12-31;192;51.7337;9.0445;Driburg, Bad;Nordrhein-Westfalen;Frei
1066;19630101;1976-12-31;180;51.504;10.2613;Duderstadt;Niedersachsen;Frei
1072;19170101;2024-12-31;107;49.4719;8.1929;DÃ¼rkheim, Bad;Rheinland-Pfalz;Frei
1073;18810101;1952-12-31;115;49.4686;8.1797;DÃ¼rkheim, Bad (Saline);Rheinland-Pfalz;Frei
1074;19380101;1972-12-31;103;51.3043;12.081;DÃ¼rrenberg, Bad;Sachsen-Anhalt;Frei
1076;19300101;1999-12-31;692;48.0135;8.5343;DÃ¼rrheim, Bad;Baden-WÃ¼rttemberg;Frei
1078;19400101;2024-12-31;37;51.296;6.7686;DÃ¼sseldorf;Nordrhein-Westfalen;Frei
1079;19350101;1995-12-31;37;51.1998;6.7574;DÃ¼sseldorf-SÃ¼dfriedhof;Nordrhein-Westfalen;Frei
1084;19950101;2006-12-31;31;51.394;6.7026;Duisburg-Friemersheim;Nordrhein-Westfalen;Frei
1087;19370101;1993-12-31;21;51.4634;6.7321;Duisburg-Laar;Nordrhein-Westfalen;Frei
1091;19520101;2007-12-31;258;51.2806;10.7362;Ebeleben;ThÃ¼ringen;Frei
1102;19880101;2002-12-31;300;48.7201;9.5328;Ebersbach/Fils;Baden-WÃ¼rttemberg;Frei
1103;19380101;2024-12-31;592;48.1003;11.9872;Ebersberg-Halbing;Bayern;Frei
1106;18760101;1972-12-31;45;52.8239;13.7979;Eberswalde;Brandenburg;Frei
1107;19480101;2024-12-31;346;49.852;10.4991;Ebrach;Bayern;Frei
1109;19510101;1979-12-31;58;53.0179;10.4012;Ebstorf;Niedersachsen;Frei
1130;20020101;2002-12-31;18;54.6282;9.3649;Eggebek;Schleswig-Holstein;Frei
1146;19860101;1986-12-31;487;48.6593;8.9121;Ehningen;Baden-WÃ¼rttemberg;Frei
1154;19450101;1965-12-31;470;48.3416;12.882;Eiberg;Bayern;Frei
1161;19520101;2024-12-31;385;48.8778;11.2349;EichstÃ¤tt-Landershofen;Bayern;Frei
1165;19070101;1985-12-31;480;51.2167;10.3167;Eigenrieden;ThÃ¼ringen;Frei
1169;19770101;1998-12-31;264;47.6288;7.5959;Eimeldingen;Baden-WÃ¼rttemberg;Frei
1172;19480101;1988-12-31;123;51.8189;9.8871;Einbeck;Niedersachsen;Frei
1182;19040101;2000-12-31;146;51.5029;11.5705;Eisleben-Helfta;Sachsen-Anhalt;Frei
1188;19380101;1973-12-31;518;50.7041;10.8576;Elgersburg;ThÃ¼ringen;Frei
1197;19310101;2024-12-31;463;48.9895;10.1312;Ellwangen-Rindelbach;Baden-WÃ¼rttemberg;Frei
1200;19980101;2024-12-31;3;54.0691;9.0105;ElpersbÃ¼ttel;Schleswig-Holstein;Frei
1201;19480101;2000-12-31;85;50.9281;6.5646;Elsdorf/Erftkreis;Nordrhein-Westfalen;Frei
1204;18810101;1965-12-31;1;53.2346;8.4612;Elsfleth;Niedersachsen;Frei
1207;18810101;2024-12-31;558;50.2705;12.2742;Elster, Bad-Sohl;Sachsen;Frei
1214;19880101;2024-12-31;431;48.2012;8.1088;Elzach-Fisnacht;Baden-WÃ¼rttemberg;Frei
