;Station_id;date_from;date_to;altitude;latitude;longitude;name;state
1219;18540101;1996-12-31;5;53.3449;7.1909;Emden-Nesserland;Niedersachsen;Frei
1221;19550101;1973-12-31;0;53.3707;7.2236;Emden-Wolthusen;Niedersachsen;Frei
1224;19760101;2024-12-31;201;48.1378;7.8351;Emmendingen-Mundingen;Baden-WÃ¼rttemberg;Frei
1228;20010101;2024-12-31;0;54.1651;6.346;UFS TW Ems;Hamburg;Frei
1229;19470101;1996-12-31;90;50.3324;7.6975;Ems, Bad;Rheinland-Pfalz;Frei
1238;19510101;1995-12-31;144;50.9884;7.425;Engelskirchen;Nordrhein-Westfalen;Frei
1239;19870101;2007-12-31;540;47.8516;8.7673;Engen/Hegau;Baden-WÃ¼rttemberg;Frei
1243;19300101;1984-12-31;705;48.4734;9.3028;Eningen;Baden-WÃ¼rttemberg;Frei
1246;20160101;2024-12-31;104;51.8418;8.0607;Ennigerloh-Ostenfelde;Nordrhein-Westfalen;Frei
1254;19480101;2001-12-31;210;49.1307;8.9165;Eppingen;Baden-WÃ¼rttemberg;Frei
1255;20030101;2024-12-31;226;49.1661;8.8483;Eppingen-Elsenz;Baden-WÃ¼rttemberg;Frei
1262;19930101;2024-12-31;446;48.3477;11.8134;MÃ¼nchen-Flughafen;Bayern;Frei
1266;19580101;2024-12-31;18;54.2992;9.3162;Erfde;Schleswig-Holstein;Frei
1270;18870101;2024-12-31;317;50.9827;10.9613;Erfurt-Weimar;ThÃ¼ringen;Frei
1275;19680101;1980-12-31;340;48.3008;13.1398;Ering;Bayern;Frei
1276;19810101;2002-12-31;408;47.6358;9.5392;Eriskirch-Mariabrunn;Baden-WÃ¼rttemberg;Frei
1279;18810101;2024-12-31;268;49.6497;11.0075;MÃ¶hrendorf-Kleinseebach;Bayern;Frei
1280;19480101;1953-12-31;280;49.5692;10.9929;Erlangen-Bruck;Bayern;Frei
1287;19920101;2005-12-31;198;49.8589;9.2861;Eschau-Hobbach;Bayern;Frei
1292;19480101;2005-12-31;470;49.7522;11.8222;Eschenbach/Oberpfalz;Bayern;Frei
1297;19480101;2024-12-31;156;51.2041;10.0138;Eschwege;Hessen;Frei
1299;19800101;1998-12-31;3;53.6476;7.6085;Esens;Niedersachsen;Frei
1300;19310101;2024-12-31;351;51.254;8.1565;Eslohe;Nordrhein-Westfalen;Frei
1303;18880101;2024-12-31;150;51.4041;6.9677;Essen-Bredeney;Nordrhein-Westfalen;Frei
1327;19370101;2024-12-31;147;50.7119;6.7905;Weilerswist-Lommersum;Nordrhein-Westfalen;Frei
1329;18810101;2003-12-31;50;54.134;10.5865;Eutin;Schleswig-Holstein;Frei
1332;19370101;2024-12-31;471;48.4832;12.7241;Falkenberg,Kr.Rottal-Inn;Bayern;Frei
1339;20140101;2024-12-31;74;52.9157;10.1885;FaÃŸberg;Niedersachsen;Frei
1341;20090101;2010-12-31;0;54.6;11.15;Fehmarnbelt;Schleswig-Holstein;Frei
1345;19480101;1962-12-31;92;53.3346;13.4371;Feldberg;Mecklenburg-Vorpommern;Frei
1346;19210101;2024-12-31;486;47.8748;8.0038;Feldberg/Schwarzwald;Baden-WÃ¼rttemberg;Frei
1347;19810101;1986-12-31;962;47.8555;8.1155;Feldberg-AltglashÃ¼tten;Baden-WÃ¼rttemberg;Frei
1357;19470101;2024-12-31;655;49.9807;11.8376;Fichtelberg/Oberfranken-HÃ¼tts;Bayern;Frei
1358;18910101;2024-12-31;213;50.4283;12.9536;Fichtelberg;Sachsen;Frei
1372;19400101;2001-12-31;757;47.4608;10.2696;Fischen;Bayern;Frei
1374;19500101;1971-12-31;366;50.505;10.1668;Fladungen-Heufurt;Bayern;Frei
1378;19860101;2006-12-31;45;54.8086;9.4182;Flensburg;Schleswig-Holstein;Frei
1379;18660101;1984-12-31;41;54.7737;9.3753;Flensburg (SchÃ¤ferhaus);Schleswig-Holstein;Frei
1380;19410101;1956-12-31;19;54.8147;9.458;Flensburg-MÃ¼rwik;Schleswig-Holstein;Frei
1392;19880101;2006-12-31;621;49.7316;12.3489;FlossenbÃ¼rg;Bayern;Frei
1403;19660101;1979-12-31;260;50.0616;9.455;Frammersbach;Bayern;Frei
1410;19550101;1996-12-31;140;51.3512;11.0958;Frankenhausen, Bad/KyffhÃ¤user;ThÃ¼ringen;Frei
1411;18870101;2024-12-31;747;50.5309;10.0479;Birx/RhÃ¶n;ThÃ¼ringen;Frei
1420;19360101;2024-12-31;100;50.0259;8.5213;Frankfurt/Main;Hessen;Frei
1421;19620101;1983-12-31;125;50.1474;8.6746;Frankfurt/Main (Stadt);Hessen;Frei
1424;19860101;2024-12-31;121;50.1269;8.6694;Frankfurt/Main-Westend;Hessen;Frei
1425;17580101;1960-12-31;103;50.1214;8.6604;Frankfurt/Main (Feldbergstr.);Hessen;Frei
1426;18510101;1984-12-31;67;52.3397;14.508;Frankfurt/Oder;Brandenburg;Frei
1428;19470101;1957-12-31;230;49.2275;8.0585;Frankweiler;Rheinland-Pfalz;Frei
1440;19720101;2003-12-31;476;48.2018;7.9339;Freiamt-Ottoschwanden;Baden-WÃ¼rttemberg;Frei
1441;18810101;1992-12-31;416;50.9263;13.2711;Freiberg;Sachsen;Frei
1443;18690101;2024-12-31;237;48.0232;7.8343;Freiburg;Baden-WÃ¼rttemberg;Frei
1447;19400101;1984-12-31;255;48.013;7.8588;Freiburg im Breisgau-Herdern;Baden-WÃ¼rttemberg;Frei
1451;19710101;2024-12-31;2;53.8277;9.2493;Freiburg/Elbe;Niedersachsen;Frei
1467;18510101;2005-12-31;736;48.4607;8.4141;Freudenstadt-Kurgarten;Baden-WÃ¼rttemberg;Frei
1468;18810101;2024-12-31;797;48.4538;8.409;Freudenstadt;Baden-WÃ¼rttemberg;Frei
1473;20060101;2018-12-31;414;49.1869;11.308;Freystadt-Michelbach;Bayern;Frei
1481;19560101;1998-12-31;928;47.9216;8.2547;Friedenweiler;Baden-WÃ¼rttemberg;
1488;19330101;1972-12-31;523;51.6884;11.0394;Friedrichsbrunn;Sachsen-Anhalt;Frei
1490;18530101;1979-12-31;394;47.6454;9.4795;Friedrichshafen;Baden-WÃ¼rttemberg;Frei
1492;19290101;2003-12-31;852;47.7819;7.7348;Malsburg-Marzell-Friedrichshei;Baden-WÃ¼rttemberg;Frei
1493;19930101;1995-12-31;793;50.4788;11.0159;FriedrichshÃ¶he;ThÃ¼ringen;
1503;19270101;2024-12-31;6;53.0643;7.902;Friesoythe-Altenoythe;Niedersachsen;Frei
1504;20010101;2024-12-31;172;51.119;9.2799;Fritzlar/Eder;Hessen;Frei
1513;19070101;1961-12-31;653;50.6588;8.1027;Fuchskauten;Rheinland-Pfalz;Frei
1522;19220101;1954-12-31;313;49.4811;10.964;FÃ¼rth/Bayern (A);Bayern;Frei
1526;18810101;2024-12-31;245;50.5668;9.6532;Fulda-Horas;Hessen;Frei
1544;18710101;2024-12-31;47;52.5129;11.3942;Gardelegen;Sachsen-Anhalt;Frei
1550;18890101;2024-12-31;719;47.483;11.0621;Garmisch-Partenkirchen;Bayern;Frei
1552;19370101;1995-12-31;13;53.2066;14.3817;Gartz/Oder;Brandenburg;Frei
1568;19590101;1982-12-31;721;50.6605;10.7565;Gehlberg-SchmÃ¼cker Graben;ThÃ¼ringen;Frei
1572;20240101;2024-12-31;80;50.9593;6.0392;Geilenkirchen-Neutevern;Nordrhein-Westfalen;Frei
1580;18850101;2024-12-31;111;49.9859;7.9548;Geisenheim;Hessen;Frei
1583;19470101;1970-12-31;823;50.7719;13.7732;Geisingberg;Sachsen;Frei
1584;20100101;2023-12-31;673;47.9242;8.6474;Geisingen;Baden-WÃ¼rttemberg;Frei
1586;19620101;1967-12-31;610;47.8774;12.6279;Traunstein-GeiÃŸing;Bayern;Frei
1587;19980101;2024-12-31;536;48.9481;11.4289;Gelbelsee;Bayern;Frei
1590;19370101;2024-12-31;37;51.4942;6.2463;Geldern-Walbeck;Nordrhein-Westfalen;Frei
1593;19000101;1973-12-31;190;50.2027;9.1989;Gelnhausen;Hessen;Frei
1602;18880101;2024-12-31;177;48.433;7.993;Ohlsbach;Baden-WÃ¼rttemberg;Frei
1605;19530101;2024-12-31;35;52.3875;12.1602;Genthin;Sachsen-Anhalt;Frei
1612;19520101;2024-12-31;311;50.8812;12.1289;Gera-Leumnitz;ThÃ¼ringen;Frei
1617;19490101;2007-12-31;210;51.7259;11.1317;Gernrode;Sachsen-Anhalt;Frei
1619;19560101;2005-12-31;90;49.7622;8.4887;Gernsheim;Hessen;Frei
1621;19490101;1963-12-31;553;50.2777;9.9144;Geroda-Platz;Bayern;Frei
1623;19970101;2001-12-31;530;50.4477;9.9174;Gersfeld;Hessen;Frei
1638;19360101;1983-12-31;158;50.591;8.6551;GieÃŸen (Lahntal);Hessen;Frei
1639;18810101;2024-12-31;203;50.6017;8.6439;GieÃŸen/Wettenberg;Hessen;Frei
1645;19470101;2024-12-31;327;50.9656;9.05;Gilserberg-Moischeid;Hessen;Frei
1666;19940101;2020-12-31;12;54.8273;9.5058;GlÃ¼cksburg-Meierwik;Schleswig-Holstein;Frei
1667;18800101;2006-12-31;1;53.797;9.4295;GlÃ¼ckstadt;Schleswig-Holstein;Frei
1684;18600101;2024-12-31;239;51.1621;14.9506;GÃ¶rlitz;Sachsen;Frei
1689;19140101;2003-12-31;441;49.7656;11.3062;GÃ¶ÃŸweinstein;Bayern;Frei
1691;18570101;2024-12-31;167;51.5002;9.9507;GÃ¶ttingen;Niedersachsen;Frei
1694;19470101;2024-12-31;59;53.6058;12.1034;Goldberg;Mecklenburg-Vorpommern;Frei
1709;19270101;1990-12-31;360;50.8496;13.9392;Gottleuba, Bad;Sachsen;Frei
1721;19910101;2024-12-31;506;49.664;11.2239;GrÃ¤fenberg-Kasberg;Bayern;Frei
1735;19580101;2024-12-31;628;48.7894;13.629;Grainet-Rehberg;Bayern;Frei
1736;19380101;2024-12-31;26;53.5731;10.6797;Grambek;Schleswig-Holstein;Frei
1748;19210101;2004-12-31;608;50.4788;9.262;Grebenhain-Herchenhain;Hessen;Frei
1757;18980101;2024-12-31;2;54.0967;13.4056;Greifswald;Mecklenburg-Vorpommern;Frei
1758;19400101;1977-12-31;2;54.1;13.45;Greifswald-Wieck;Mecklenburg-Vorpommern;Frei
1759;19480101;2024-12-31;11;54.2437;13.9104;Greifswalder Oie;Mecklenburg-Vorpommern;Frei
1762;18970101;2006-12-31;270;50.6249;12.1777;Greiz-DÃ¶lau;ThÃ¼ringen;Frei
1766;19900101;2024-12-31;48;52.1344;7.6969;MÃ¼nster/OsnabrÃ¼ck;Nordrhein-Westfalen;Frei
1792;20210101;2024-12-31;27;52.7553;7.4815;GroÃŸ BerÃŸen;Niedersachsen;Frei
1803;19500101;2024-12-31;35;54.0714;12.3238;Sanitz-GroÃŸ LÃ¼sewitz;Mecklenburg-Vorpomme;Frei
1818;19090101;1971-12-31;40;52.3667;13.3167;GroÃŸbeeren;Brandenburg;Frei
1832;19830101;2024-12-31;436;49.1129;13.1338;GroÃŸer Arber;Bayern;Frei
1833;19470101;1981-12-31;307;49.0851;13.2801;Grosser Falkenstein;Bayern;Frei
1834;18870101;1977-12-31;913;50.8519;10.4665;Grosser Inselsberg;ThÃ¼ringen;Frei
1844;19590101;1981-12-31;517;47.9411;11.9004;Feldkirchen-Westerham-LenzmÃ¼h;Bayern;Frei
1849;19490101;1960-12-31;408;48.8126;11.5728;GroÃŸmehring-TheiÃŸing;Bayern;Frei
1857;19490101;1957-12-31;195;51.4934;10.6918;GroÃŸwechsungen;ThÃ¼ringen;Frei
1863;19960101;2024-12-31;258;50.2667;9.1854;GrÃ¼ndau-Breitenborn;Hessen;Frei
1869;19730101;2024-12-31;56;53.3154;13.9339;GrÃ¼now;Brandenburg;Frei
1873;19580101;1998-12-31;300;51.7956;10.238;Grund, Bad;Niedersachsen;Frei
1875;19500101;2002-12-31;492;48.9354;9.7364;Gschwend, Kr. Ostalb;Baden-WÃ¼rttemberg;Frei
1886;20170101;2024-12-31;444;48.4878;10.2608;GÃ¼nzburg;Bayern;Frei
1890;18990101;1976-12-31;30;53.7667;12.2167;GÃ¼strow-Schabernack;Mecklenburg-Vorpommer;Frei
1891;18350101;2001-12-31;73;51.877;8.3577;Rheda-WiedenbrÃ¼ck-Lintel;Nordrhein-Westfalen;Frei
1892;20070101;2012-12-31;72;51.9298;8.3005;GÃ¼tersloh (Flugplatz);Nordrhein-Westfalen;Frei
1902;19850101;2000-12-31;413;49.1273;10.7448;Gunzenhausen/AltmÃ¼hlsee;Bayern;
1920;19790101;2007-12-31;100;51.4129;7.4895;Hagen-Fley;Nordrhein-Westfalen;Frei
1929;19470101;2000-12-31;567;51.8597;10.3368;Hahnenklee;Niedersachsen;Frei
1957;18510101;2014-12-31;93;51.5138;11.9499;Halle-KrÃ¶llwitz;Sachsen-Anhalt;Frei
1960;18510101;1966-12-31;102;51.4831;11.9671;Halle (Stadt);Sachsen-Anhalt;Frei
1964;19370101;2024-12-31;328;49.9445;6.3821;Olsdorf;Rheinland-Pfalz;Frei
1972;19120101;1961-12-31;35;53.4793;10.2415;Hamburg-Bergedorf;Hamburg;Frei
1973;19470101;1954-12-31;14;53.5598;9.9874;Hamburg-Botanischer Garten;Hamburg;Frei
1975;19360101;2024-12-31;11;53.6332;9.9881;Hamburg-FuhlsbÃ¼ttel;Hamburg;Frei
1979;19380101;2006-12-31;2;53.4213;10.1462;Hamburg-Kirchwerder;Hamburg;Frei
1981;19580101;2024-12-31;4;53.4776;9.8957;Hamburg-Neuwiedenthal;Hamburg;Frei
1986;19790101;1987-12-31;1;53.4699;10.1804;Hamburg-Reitbrook;Hamburg;Frei
1987;19560101;1999-12-31;47;53.5467;9.9662;Hamburg-Sankt Pauli;Hamburg;Frei
1990;19510101;2006-12-31;18;53.5853;10.1293;Hamburg-Wandsbek;Hamburg;Frei
1993;19280101;2006-12-31;68;52.0848;9.3896;Hameln;Niedersachsen;Frei
2000;19960101;1995-12-31;106;50.1205;8.9243;Hanau;Hessen;Frei
2005;19610101;1994-12-31;108;52.7199;10.5984;HankensbÃ¼ttel;Niedersachsen;Frei
2014;18560101;2024-12-31;55;52.4644;9.6779;Hannover;Niedersachsen;Frei
2023;19990101;2024-12-31;501;48.7918;10.7062;Harburg;Bayern;Frei
2039;19060101;2024-12-31;203;51.9002;10.5699;Harzburg, Bad;Niedersachsen;Frei
2044;18900101;2024-12-31;404;51.652;11.1366;Harzgerode;Sachsen-Anhalt;Frei
2048;19510101;1959-12-31;3;53.6342;9.6038;Haseldorf;Schleswig-Holstein;Frei
2053;19630101;1975-12-31;461;51.6868;10.8631;Hasselfelde;Sachsen-Anhalt;Frei
2069;19160101;1974-12-31;648;48.8629;13.067;Hausstein;Bayern;Frei
2074;18810101;2024-12-31;518;48.3752;8.98;Hechingen;Baden-WÃ¼rttemberg;Frei
2078;19370101;2001-12-31;10;54.2181;9.0853;Weddingstedt;Schleswig-Holstein;Frei
2080;18710101;2011-12-31;110;49.4206;8.6676;Heidelberg;Baden-WÃ¼rttemberg;Frei
2081;18820101;1960-12-31;561;49.3981;8.7251;KÃ¶nigstuhl;Baden-WÃ¼rttemberg;Frei
2083;19470101;1958-12-31;110;49.4192;8.6051;Heidelberg-Grenzhof;Baden-WÃ¼rttemberg;Frei
2088;18510101;2004-12-31;522;48.6849;10.142;Heidenheim/Brenz;Baden-WÃ¼rttemberg;Frei
2092;19340101;1990-12-31;496;50.1691;7.9949;Heidenrod-Mappershain;Hessen;Frei
2095;18720101;2002-12-31;167;49.1448;9.2333;Heilbronn;Baden-WÃ¼rttemberg;Frei
2110;19380101;2023-12-31;57;51.0411;6.1042;Heinsberg-Schleiden;Nordrhein-Westfalen;Frei
2115;18810101;2024-12-31;4;54.175;7.892;Helgoland;Schleswig-Holstein;Frei
2120;18950101;2006-12-31;140;52.2164;11.0219;Helmstedt;Niedersachsen;Frei
2122;19520101;2001-12-31;2;53.9701;9.0095;Helse, Kr. Dithmarschen;Schleswig-Holstein;Frei
2147;18810101;2007-12-31;77;52.1264;8.6865;Herford;Nordrhein-Westfalen;Frei
2151;19390101;1990-12-31;215;51.0048;10.1705;Herleshausen;Hessen;Frei
2158;19150101;2004-12-31;350;48.8042;8.443;Herrenalb, Bad;Baden-WÃ¼rttemberg;Frei
2159;19790101;1984-12-31;434;48.5915;8.8541;Herrenberg;Baden-WÃ¼rttemberg;Frei
2160;19490101;2000-12-31;360;50.8444;10.6904;Herrenhof;ThÃ¼ringen;Frei
2166;19510101;1990-12-31;344;51.0167;14.75;Herrnhut;Sachsen;Frei
2167;19480101;2011-12-31;302;49.7672;7.3356;NiederwÃ¶rresbach;Rheinland-Pfalz;Frei
2171;19310101;2024-12-31;272;50.852;9.7377;Hersfeld, Bad;Hessen;Frei
2173;19760101;2007-12-31;60;51.589;7.1548;Herten;Nordrhein-Westfalen;Frei
2174;18880101;2024-12-31;236;51.6255;10.3695;Herzberg;Niedersachsen;Frei
2201;19320101;2024-12-31;1;54.575;13.1044;Hiddensee-Vitte;Mecklenburg-Vorpommern;Frei
2206;19050101;2007-12-31;117;52.1408;9.8838;Hildesheim;Niedersachsen;Frei
2211;19310101;2024-12-31;295;50.737;7.6525;Hilgenroth;Rheinland-Pfalz;Frei
2221;19800101;1998-12-31;053;47.5408;10.4371;Hindelang-Unterjoch;Bayern;
2223;19600101;2001-12-31;300;50.3674;10.5687;Hindfeld;ThÃ¼ringen;Frei
2225;18810101;1983-12-31;385;50.9167;14.3667;Hinterhermsdorf;Sachsen;Frei
2226;19610101;2001-12-31;668;50.4707;10.9106;Eisfeld-Waffenrod-Hinterrod;ThÃ¼ringen;Frei
2228;19460101;2004-12-31;883;47.8983;8.1055;Hinterzarten;Baden-WÃ¼rttemberg;Frei
2244;18810101;1998-12-31;008;47.7327;8.1627;HÃ¶chenschwand;Baden-WÃ¼rttemberg;Frei
2250;19260101;2005-12-31;403;49.1279;12.8645;HÃ¶llenstein (Kraftwerk);Bayern;Frei
2252;19470101;2024-12-31;271;50.8992;14.7456;Bertsdorf-HÃ¶rnitz;Sachsen;Frei
2260;18890101;2006-12-31;474;50.323;11.9077;Hof (Stadt);Bayern;Frei
2261;19470101;2024-12-31;565;50.3123;11.876;Hof;Bayern;Frei
2264;19370101;2001-12-31;242;51.534;9.4789;Hofgeismar-Beberbeck;Hessen;Frei
2268;19380101;2006-12-31;265;50.1351;10.5156;Hofheim;Bayern;Frei
2289;19540101;1966-12-31;28;52.6667;12.3333;Hohennauen;Brandenburg;Frei
2290;17810101;2024-12-31;977;47.8009;11.0108;HohenpeiÃŸenberg;Bayern;Frei
2297;19730101;1994-12-31;80;54.1195;9.7127;Hohenwestedt;Schleswig-Holstein;Frei
2302;19470101;1992-12-31;317;50.9632;11.4847;Hohlstedt-KÃ¶tschau;ThÃ¼ringen;Frei
2303;19370101;2024-12-31;10;54.3162;9.5385;Hohn;Schleswig-Holstein;Frei
2306;19780101;2024-12-31;8;54.3194;10.6732;Hohwacht;Schleswig-Holstein;Frei
2315;20020101;2024-12-31;78;51.7657;13.1666;Holzdorf-Bernsdorf;Brandenburg;Frei
2318;19990101;1999-12-31;397;50.2182;7.9133;Holzhausen a.d. Haide;Rheinland-Pfalz;Frei
2319;19530101;2024-12-31;685;47.8823;11.6961;Holzkirchen;Bayern;Frei
2323;19350101;2024-12-31;110;51.8529;9.4953;Bevern, Kr. Holzminden;Niedersachsen;Frei
2324;19760101;2007-12-31;440;51.7659;9.5447;Holzminden-Silberborn;Niedersachsen;Frei
2327;19380101;1999-12-31;250;50.7316;9.0032;Homberg/Ohm;Hessen;Frei
2331;19530101;2002-12-31;235;49.3278;7.3533;Homburg/Saar;Saarland;Frei
2344;19430101;1963-12-31;582;50.1511;11.698;Horlachen;Bayern;Frei
2349;19380101;2004-12-31;138;48.6136;8.2033;Hornisgrinde;Baden-WÃ¼rttemberg;Frei
2352;19550101;1970-12-31;712;47.6227;8.0177;Hottingen;Baden-WÃ¼rttemberg;
2354;19480101;1959-12-31;118;51.4379;14.2426;Hoyerswerda Kr. Bautzen;Sachsen;Frei
2360;19270101;1977-12-31;438;48.6018;11.6769;HÃ¼ll;Bayern;Frei
2362;19830101;2024-12-31;331;50.5651;7.4843;HÃ¼mmerich;Rheinland-Pfalz;Frei
2374;18750101;1973-12-31;3;54.4752;9.0564;Husum;Schleswig-Holstein;Frei
2385;20030101;2024-12-31;376;49.6927;7.3263;Idar-Oberstein;Rheinland-Pfalz;Frei
2388;19910101;2003-12-31;193;48.0419;7.6322;Ihringen;Baden-WÃ¼rttemberg;Frei
2393;19240101;1983-12-31;498;50.6805;10.9073;Ilmenau;ThÃ¼ringen;Frei
2396;18870101;1967-12-31;260;51.8667;10.6833;Ilsenburg;Sachsen-Anhalt;Frei
2406;19810101;2001-12-31;209;49.2967;9.652;Ingelfingen;Baden-WÃ¼rttemberg;Frei
2410;20170101;2024-12-31;364;48.7111;11.5363;Ingolstadt-Manching;Bayern;Frei
2417;19590101;1977-12-31;621;48.1644;12.0307;Mittbach;Bayern;Frei
2422;19310101;1977-12-31;230;51.3768;7.7644;Iserlohn-Westig;Nordrhein-Westfalen;Frei
2423;18810101;2003-12-31;712;47.6894;10.0416;Isny;Baden-WÃ¼rttemberg;Frei
2429;20010101;2024-12-31;20;53.9897;9.5697;Itzehoe;Schleswig-Holstein;Frei
2436;19950101;2006-12-31;55;52.0547;13.2344;JÃ¤nickendorf;Brandenburg;
2437;19990101;2023-12-31;21;54.457;9.5203;Schleswig-Jagel;Schleswig-Holstein;Frei
2444;18210101;2024-12-31;155;50.9251;11.583;Jena (Sternwarte);ThÃ¼ringen;Frei
2451;19540101;2000-12-31;77;51.7954;12.9583;Jessen/Elster;Sachsen-Anhalt;Frei
2456;18730101;2003-12-31;7;53.5322;7.8806;Jever;Niedersachsen;Frei
2464;19370101;1989-12-31;1;53.5316;9.6752;Jork;Niedersachsen;Frei
2474;19760101;2008-12-31;91;50.9104;6.4093;JÃ¼lich (Forsch.-Anlage);Nordrhein-Westfalen;Frei
2475;19260101;1982-12-31;75;51.9999;13.101;JÃ¼terbog;Brandenburg;Frei
2477;19710101;2008-12-31;728;47.5938;7.9597;Jungholz (KÃ¼hmoos);Baden-WÃ¼rttemberg;
2480;18960101;2024-12-31;108;50.0643;8.993;Kahl/Main;Bayern;Frei
2483;19270101;2024-12-31;839;51.1803;8.4891;Kahler Asten;Nordrhein-Westfalen;Frei
2485;20120101;2024-12-31;489;48.917;9.6871;Kaisersbach-CronhÃ¼tte;Baden-WÃ¼rttemberg;Frei
2486;18810101;2024-12-31;271;49.4262;7.7557;Kaiserslautern;Rheinland-Pfalz;Frei
2488;18940101;2001-12-31;516;48.7701;10.7876;Kaisheim-Neuhof;Bayern;Frei
2494;20010101;2008-12-31;31;51.7329;6.2688;Kalkar;Nordrhein-Westfalen;Frei
2497;19370101;2024-12-31;505;50.5014;6.5264;Kall-Sistig;Nordrhein-Westfalen;Frei
2502;19470101;1976-12-31;447;51.318;10.1348;Heiligenstadt, Heilbad-Kaltene;ThÃ¼ringen;Frei
2503;19470101;2002-12-31;487;50.6266;10.1455;Kaltennordheim;ThÃ¼ringen;Frei
2506;19230101;1962-12-31;270;51.2667;14.0833;Kamenz;Sachsen;Frei
2521;18960101;1993-12-31;376;48.6725;11.3092;Karlshuld;Bayern;Frei
2522;18510101;2007-12-31;112;49.0382;8.3641;Karlsruhe;Baden-WÃ¼rttemberg;Frei
2532;18800101;2012-12-31;231;51.2963;9.4424;Kassel;Hessen;Frei
2533;18630101;1976-12-31;198;51.334;9.4506;Kassel-Harleshausen;Hessen;Frei
2536;19510101;1992-12-31;283;51.3173;9.4145;Kassel-WilhelmshÃ¶he (A);Hessen;
2542;19400101;2015-12-31;716;47.8652;10.6007;Kaufbeuren;Bayern;Frei
2543;19680101;2008-12-31;585;48.0916;10.8609;Kaufering;Bayern;Frei
2546;19890101;2003-12-31;140;48.5576;7.88;Kehl-Odelshofen;Baden-WÃ¼rttemberg;Frei
2559;18810101;2024-12-31;705;47.7233;10.3348;Kempten;Bayern;Frei
2564;18810101;2024-12-31;28;54.3776;10.1424;Kiel-Holtenau;Schleswig-Holstein;Frei
2565;18800101;1987-12-31;17;54.3378;10.0929;Kiel-Kronshagen;Schleswig-Holstein;Frei
2575;20080101;2024-12-31;432;49.1804;9.98;Kirchberg/Jagst-Herboldshausen;Baden-WÃ¼rttemberg;Frei
2578;18680101;2024-12-31;14;53.9995;11.4341;Kirchdorf/Poel;Mecklenburg-Vorpommern;Frei
