;Station_id;date_from;date_to;altitude;latitude;longitude;name;state
5300;19300101;2024-12-31;380;50.2596;8.3607;Waldems-Reinborn;Hessen;Frei
5306;19720101;2003-12-31;940;48.9293;13.4641;WaldhÃ¤user (National Park);Bayern;Frei
5317;19490101;1957-12-31;509;50.0097;12.2979;Waldsassen;Bayern;Frei
5320;19380101;1990-12-31;330;47.6172;8.2388;Waldshut;Baden-WÃ¼rttemberg;Frei
5335;18820101;2024-12-31;352;50.8963;10.5483;Waltershausen;ThÃ¼ringen;Frei
5344;19420101;2006-12-31;2;53.7865;7.9096;Wangerooge;Niedersachsen;Frei
5347;19980101;2024-12-31;236;51.5039;9.1118;Warburg;Nordrhein-Westfalen;Frei
5349;18900101;2024-12-31;73;53.5196;12.6654;Waren (MÃ¼ritz);Mecklenburg-Vorpommer;Frei
5361;19110101;2005-12-31;270;50.6271;9.442;Wartenberg-Angersbach;Hessen;Frei
5369;19480101;1993-12-31;443;48.0572;12.2202;Wasserburg;Bayern;Frei
5371;19240101;2024-12-31;920;50.4973;9.9427;Wasserkuppe;Hessen;Frei
5377;19480101;1952-12-31;923;47.5714;12.9337;Watzmannhaus;Bayern;Frei
5397;18810101;2024-12-31;440;49.6662;12.1844;Weiden;Bayern;Frei
5398;19190101;1970-12-31;425;49.1965;10.6487;Weidenbach, Kr.Ansbach;Bayern;Frei
5403;19920101;2004-12-31;309;49.59;10.2588;Weigenheim-Reusch;Bayern;Frei
5404;18850101;2024-12-31;477;48.4024;11.6946;Weihenstephan-DÃ¼rnast;Bayern;Frei
5410;18870101;1992-12-31;135;50.4732;8.2594;Weilburg (KlÃ¤ranlage);Hessen;Frei
5419;18820101;2006-12-31;264;50.9751;11.3076;Weimar;ThÃ¼ringen;Frei
5424;19500101;2024-12-31;328;51.0177;11.3544;Weimar-SchÃ¶ndorf;ThÃ¼ringen;Frei
5426;19530101;2024-12-31;553;49.3758;8.1212;Weinbiet;Rheinland-Pfalz;Frei
5429;19010101;1983-12-31;219;49.1512;9.292;Weinsberg;Baden-WÃ¼rttemberg;Frei
5431;19470101;1975-12-31;24;53.0333;11.8;Weisen bei Wittenberge;Sachsen-Anhalt;Frei
5433;19570101;2024-12-31;383;49.5534;6.812;Weiskirchen/Saar;Saarland;Frei
5434;19410101;1991-12-31;317;50.0858;11.2364;Weismain;Bayern;Frei
5440;18790101;2024-12-31;439;49.0115;10.9308;WeiÃŸenburg-Emetzheim;Bayern;Frei
5442;18950101;2005-12-31;109;51.2002;11.9154;WeiÃŸenfels;Sachsen-Anhalt;Frei
5445;19840101;2007-12-31;165;51.212;10.9956;WeiÃŸensee-Ottenhausen;ThÃ¼ringen;Frei
5453;19930101;2003-12-31;174;48.188;7.6976;Weisweil-Waldeckhof;Baden-WÃ¼rttemberg;Frei
5460;19790101;1983-12-31;655;48.1477;8.6954;Wellendingen;Baden-WÃ¼rttemberg;Frei
5463;19950101;1999-12-31;58;52.0654;14.6898;Wellmitz;Brandenburg;Frei
5467;18840101;2011-12-31;832;47.7035;12.0119;Wendelstein;Bayern;Frei
5480;19400101;2024-12-31;85;51.5763;7.8879;Werl;Nordrhein-Westfalen;Frei
5488;19490101;1985-12-31;216;49.9622;10.0482;MÃ¼hlhausen, Kr. Schweinfurt;Bayern;Frei
5490;19470101;2024-12-31;233;51.8454;10.7686;Wernigerode;Sachsen-Anhalt;Frei
5498;18760101;2003-12-31;140;49.7667;9.5428;Wertheim-Eichel;Baden-WÃ¼rttemberg;Frei
5514;18720101;1961-12-31;3;54.899;8.3117;Westerland;Schleswig-Holstein;Frei
5516;19310101;2024-12-31;3;54.5283;11.0606;Fehmarn;Schleswig-Holstein;Frei
5533;19910101;2003-12-31;351;51.617;10.5843;Wieda;Niedersachsen;
5538;19200101;2024-12-31;551;47.8827;11.1576;Wielenbach (Demollstr.);Bayern;Frei
5541;19880101;2024-12-31;263;50.1321;8.3169;Wiesbaden-Auringen;Hessen;Frei
5543;19460101;1985-12-31;235;50.0863;8.1872;Wiesbaden-Dotzheim;Hessen;Frei
5546;19680101;2024-12-31;187;52.1206;12.4586;Wiesenburg;Brandenburg;Frei
5559;18960101;2000-12-31;383;48.7848;8.5764;Wildbad, Bad-Calmbach;Baden-WÃ¼rttemberg;Frei
5560;18960101;2002-12-31;740;48.7501;8.5365;Wildbad, Bad-Sommerberg;Baden-WÃ¼rttemberg;Frei
5562;19960101;2024-12-31;571;48.6516;8.6801;Neubulach-Oberhaugstett;Baden-WÃ¼rttemberg;Frei
5568;19330101;2000-12-31;310;51.1056;9.1081;Wildungen, Bad;Hessen;Frei
5575;18810101;1997-12-31;1;53.5901;8.106;Wilhelmshaven;Niedersachsen;Frei
5582;19400101;2005-12-31;580;51.294;8.6026;Willingen/Upland;Hessen;Frei
5583;19840101;2005-12-31;594;51.2818;8.6673;Willingen/Upland-Usseln;Hessen;Frei
5609;19950101;2001-12-31;241;48.8031;9.4699;Winterbach, Rems-Murr-Kreis;Baden-WÃ¼rttemberg;Frei
5610;19580101;2008-12-31;733;51.1872;8.5079;Winterberg;Nordrhein-Westfalen;Frei
5624;19470101;1954-12-31;16;53.9026;11.4254;Wismar;Mecklenburg-Vorpommern;Frei
5629;19370101;2024-12-31;105;51.8891;12.6446;Wittenberg;Sachsen-Anhalt;Frei
5640;20020101;2024-12-31;7;53.5444;7.6625;Wittmundhafen;Niedersachsen;Frei
5643;19370101;2024-12-31;68;53.1864;12.4949;Wittstock-Rote MÃ¼hle;Brandenburg;Frei
5644;19000101;1998-12-31;133;51.3493;9.8438;Witzenhausen;Hessen;Frei
5654;19490101;2007-12-31;464;49.2178;10.2296;WÃ¶rnitz-Bottenweiler;Bayern;Frei
5663;19490101;1990-12-31;118;53.4618;13.6099;Woldegk;Mecklenburg-Vorpommern;Frei
5664;19580101;2024-12-31;296;48.2953;8.2391;Wolfach;Baden-WÃ¼rttemberg;Frei
5665;19180101;2004-12-31;677;47.818;9.797;Wolfegg;Baden-WÃ¼rttemberg;Frei
5675;19610101;1980-12-31;56;52.4411;10.7587;Wolfsburg;Niedersachsen;Frei
5676;19820101;2023-12-31;82;52.3962;10.6892;Wolfsburg (SÃ¼dwest);Niedersachsen;Frei
5681;19820101;1998-12-31;200;49.5811;7.6234;Wolfstein/Pfalz;Rheinland-Pfalz;Frei
5688;20190101;2024-12-31;881;47.7004;8.1057;Dachsberg-Wolpadingen;Baden-WÃ¼rttemberg;Frei
5692;18960101;2024-12-31;88;49.6051;8.3659;Worms;Rheinland-Pfalz;Frei
5703;19490101;1985-12-31;170;49.7964;9.8949;WÃ¼rzburg/Main;Bayern;Frei
5705;18810101;2024-12-31;268;49.7704;9.9576;WÃ¼rzburg;Bayern;Frei
5707;18800101;1952-12-31;175;49.7995;9.928;WÃ¼rzburg (Physikalisches-Inst;Bayern;Frei
5715;20020101;2024-12-31;49;52.4626;9.4245;Wunstorf;Niedersachsen;Frei
5717;19070101;2024-12-31;134;51.2256;7.1052;Wuppertal-Buchenhofen;Nordrhein-Westfalen;Frei
5719;20050101;2008-12-31;235;51.2051;7.2;Remscheid;Nordrhein-Westfalen;Frei
5728;19530101;1981-12-31;35;52.8039;12.8714;Wustrau-Ziethenhorst;Brandenburg;Frei
5731;19550101;2024-12-31;395;47.6783;8.3801;WutÃ¶schingen-Ofteringen;Baden-WÃ¼rttemberg;Frei
5732;18880101;2002-12-31;9;54.6928;8.5271;Wrixum/FÃ¶hr;Schleswig-Holstein;Frei
5745;19330101;2024-12-31;51;52.9664;13.3268;Zehdenick;Brandenburg;Frei
5750;19530101;2024-12-31;264;51.0314;12.1495;Zeitz;Sachsen-Anhalt;Frei
5761;19040101;1980-12-31;69;51.9642;12.0996;Zerbst;Sachsen-Anhalt;Frei
5770;19530101;1982-12-31;316;50.6132;11.6472;ZiegenrÃ¼ck;ThÃ¼ringen;Frei
5778;19910101;2003-12-31;2;54.0801;13.8989;Zinnowitz;Mecklenburg-Vorpommern;Frei
5779;19710101;2024-12-31;877;50.7313;13.7516;Zinnwald-Georgenfeld;Sachsen;Frei
5781;18760101;1950-12-31;235;50.8849;14.8112;Zittau;Sachsen;Frei
5792;19010101;2024-12-31;956;47.421;10.9848;Zugspitze;Bayern;Frei
5797;18640101;2024-12-31;349;50.6879;12.4329;Lichtentanne;Sachsen;Frei
5800;19980101;2024-12-31;615;49.028;13.2385;Zwiesel;Bayern;Frei
5802;19470101;2002-12-31;615;49.0007;13.2137;Zwieselberg;Bayern;Frei
5821;19590101;1976-12-31;36;52.8482;8.719;Bassum (A);Niedersachsen;Frei
5822;19760101;2024-12-31;42;52.863;8.6989;Bassum;Niedersachsen;Frei
5825;19540101;2024-12-31;41;52.6198;12.7867;Berge;Brandenburg;Frei
5832;19460101;1953-12-31;50;53.1007;11.0455;Dannenberg;Niedersachsen;Frei
5839;19980101;2024-12-31;-0;53.3881;7.2287;Emden;Niedersachsen;Frei
5856;19980101;2024-12-31;476;48.5451;13.3532;FÃ¼rstenzell;Bayern;Frei
5871;19990101;2024-12-31;497;49.9463;7.2645;Hahn;Rheinland-Pfalz;Frei
5885;18810101;1976-12-31;289;48.6582;9.4203;Kirchheim/Teck-Ã–tlingen;Baden-WÃ¼rttemberg;Frei
5890;19440101;1990-12-31;850;47.6777;11.0473;Kohlgrub, Bad (A);Bayern;Frei
5898;19390101;1983-12-31;287;48.8943;9.2058;Ludwigsburg;Baden-WÃ¼rttemberg;Frei
5904;19790101;2004-12-31;431;48.6493;11.7772;Mainburg;Bayern;Frei
5906;17820101;2024-12-31;98;49.5063;8.5584;Mannheim;Baden-WÃ¼rttemberg;Frei
5912;19370101;2003-12-31;169;51.0988;9.538;Malsfeld;Hessen;Frei
5920;18880101;1996-12-31;91;50.4485;7.4275;Neuwied;Rheinland-Pfalz;Frei
5930;19980101;2024-12-31;1;54.641;10.0238;SchÃ¶nhagen (Ostseebad);Schleswig-Holstein;Frei
5941;19380101;2024-12-31;686;47.6754;12.4698;Reit im Winkl;Bayern;Frei
5971;19510101;1962-12-31;510;48.8787;9.6342;Welzheim (A);Baden-WÃ¼rttemberg;Frei
6086;19980101;1999-12-31;71;52.7786;13.759;Melchow-SchÃ¶nholz;Brandenburg;Frei
6093;19990101;2024-12-31;62;53.2139;10.4704;Wendisch Evern;Niedersachsen;Frei
6095;19990101;1998-12-31;273;51.0838;13.4486;Taubenheim-Seeligstadt;Sachsen;Frei
6105;19990101;2024-12-31;15;54.3194;9.8051;Ostenfeld (Rendsburg);Schleswig-Holstein;Frei
6109;19990101;2024-12-31;51;53.3837;14.3728;Grambow-Schwennenz;Mecklenburg-Vorpommern;Frei
6110;19990101;2003-12-31;11;53.8545;13.4949;Medow-Wussentin;Mecklenburg-Vorpommern;Frei
6112;19990101;1999-12-31;2;54.267;13.143;Stralsund-Devin;Mecklenburg-Vorpommern;Frei
6129;20000101;2024-12-31;291;51.0594;14.4266;Sohland/Spree;Sachsen;Frei
6157;20000101;2024-12-31;4;53.6411;8.0809;Wangerland-Hooksiel;Niedersachsen;Frei
6158;20000101;2024-12-31;454;49.2249;10.6085;Weidenbach-Weiherschneidbach;Bayern;Frei
6159;19600101;2024-12-31;8;52.9542;7.3197;DÃ¶rpen;Niedersachsen;Frei
6163;20000101;2024-12-31;27;54.1654;10.3519;DÃ¶rnick;Schleswig-Holstein;Frei
6170;20010101;2024-12-31;39;52.0192;14.7254;Coschen;Brandenburg;Frei
6182;20010101;2011-12-31;404;48.7757;12.1743;Mallersdorf-Pfaffenberg;Bayern;Frei
6186;20010101;2018-12-31;268;50.1989;7.8651;NastÃ¤tten;Rheinland-Pfalz;Frei
6196;20010101;2000-12-31;611;50.1587;12.0386;Selb-Spielberg;Bayern;Frei
6197;20010101;2024-12-31;258;51.8664;9.271;LÃ¼gde-Paenbruch;Nordrhein-Westfalen;Frei
6199;20010101;2024-12-31;16;54.2484;13.0419;Steinhagen-Negast;Mecklenburg-Vorpommern;Frei
6217;20020101;2024-12-31;190;49.2406;6.9351;SaarbrÃ¼cken-Burbach;Saarland;Frei
6219;20020101;2000-12-31;394;48.8768;11.1043;Dollnstein-Breitenfurt;Bayern;Frei
6258;20030101;2024-12-31;461;47.6845;9.4409;Friedrichshafen-Unterraderach;Baden-WÃ¼rttemberg;Frei
6259;20050101;2024-12-31;524;49.021;9.6033;GroÃŸerlach-Mannenweiler;Baden-WÃ¼rttemberg;Frei
6260;20030101;2024-12-31;381;49.3328;9.704;Ingelfingen-Stachenhausen;Baden-WÃ¼rttemberg;Frei
6262;20030101;2024-12-31;412;48.7695;9.8737;SchwÃ¤bisch GmÃ¼nd-Weiler;Baden-WÃ¼rttemberg;Fre
6263;20050101;2024-12-31;445;47.7738;8.8219;Singen;Baden-WÃ¼rttemberg;Frei
6264;20050101;2024-12-31;457;51.414;8.65;Brilon-ThÃ¼len;Nordrhein-Westfalen;Frei
6265;20050101;2024-12-31;36;52.3613;12.3867;Wusterwitz;Brandenburg;Frei
6266;20050101;2024-12-31;112;52.0304;10.9626;Huy-Pabstorf;Sachsen-Anhalt;Frei
6272;20050101;2024-12-31;284;50.8426;10.2518;Salzungen, Bad-GrÃ¤fen-Nitzend;ThÃ¼ringen;Frei
6273;20050101;2024-12-31;36;52.5075;11.8551;Demker;Sachsen-Anhalt;Frei
6275;20050101;2024-12-31;327;48.6705;9.4627;Notzingen;Baden-WÃ¼rttemberg;Frei
6304;20030101;2006-12-31;550;49.3533;11.5053;Pilsach-Litzlohe;Bayern;Frei
6305;20050101;2024-12-31;194;51.2061;10.4978;MÃ¼hlhausen/ThÃ¼ringen-GÃ¶rmar;ThÃ¼ringen;Fr
6310;20050101;2024-12-31;1;54.1049;13.8239;Karlshagen;Mecklenburg-Vorpommern;Frei
6312;20050101;2019-12-31;362;49.5314;10.6418;Markt Erlbach-Mosbach;Bayern;Frei
6314;19500101;2024-12-31;306;51.0507;13.3003;Nossen;Sachsen;Frei
6336;20060101;2024-12-31;288;50.0132;9.654;Lohr/Main-Halsbach;Bayern;Frei
6337;20050101;2024-12-31;58;51.7663;7.5194;LÃ¼dinghausen-Brochtrup;Nordrhein-Westfalen;Frei
6344;20050101;2024-12-31;168;50.394;8.1423;Runkel-Ennerich;Hessen;Frei
6346;20060101;2024-12-31;531;48.207;11.2035;Maisach-Galgen;Bayern;Frei
6347;20060101;2024-12-31;305;50.0579;10.2972;Schonungen-Mainberg;Bayern;Frei
7075;20060101;2024-12-31;429;48.702;11.8493;Elsendorf-Horneck;Bayern;Frei
7099;20050101;2020-12-31;187;52.0111;10.3966;Liebenburg-Othfresen;Niedersachsen;Frei
7105;20060101;2024-12-31;719;47.835;12.6548;Siegsdorf-HÃ¶ll;Bayern;Frei
7106;20070101;2024-12-31;105;52.0714;8.4565;Bielefeld-Deppendorf;Nordrhein-Westfalen;Frei
7135;19510101;2004-12-31;565;47.9655;9.6804;Aulendorf-Haslach;Baden-WÃ¼rttemberg;Frei
7187;20050101;2024-12-31;194;49.7636;9.4063;Freudenberg/Main-Boxtal;Baden-WÃ¼rttemberg;Frei
7244;19670101;2003-12-31;62;53.1424;13.0319;Neuglobsow (HM);Brandenburg;Frei
7298;20060101;2024-12-31;4;54.5268;9.0425;Hattstedt;Schleswig-Holstein;Frei
7319;20060101;2024-12-31;435;48.7374;10.7393;DonauwÃ¶rth-Osterweiler;Bayern;Frei
7321;20060101;2024-12-31;157;51.1507;11.3321;Olbersleben;ThÃ¼ringen;Frei
7325;20120101;2015-12-31;650;47.4165;10.9795;Schneefernerhaus;Bayern;Frei
7329;20060101;2024-12-31;465;50.5467;12.2863;Treuen;Sachsen;Frei
7330;20060101;2024-12-31;159;51.4633;7.978;Arnsberg-Neheim;Nordrhein-Westfalen;Frei
7331;20060101;2024-12-31;467;48.6099;10.2674;Hermaringen-Allewind;Baden-WÃ¼rttemberg;Frei
7341;20060101;2024-12-31;119;50.09;8.7862;Offenbach-Wetterpark;Hessen;Frei
7343;20070101;2024-12-31;689;50.62;13.4817;Deutschneudorf-BrÃ¼derwiese;Sachsen;Frei
7350;20070101;2024-12-31;585;49.1088;12.8231;Prackenbach-NeuhÃ¤usl;Bayern;Frei
7351;20060101;2024-12-31;115;53.3176;13.4175;Feldberg/Mecklenburg;Mecklenburg-Vorpommern;Frei
7364;20070101;2024-12-31;74;51.6818;12.3053;JeÃŸnitz;Sachsen-Anhalt;Frei
7367;20080101;2024-12-31;144;51.9643;9.8072;Alfeld;Niedersachsen;Frei
7368;20080101;2024-12-31;312;51.0007;10.3621;Eisenach;ThÃ¼ringen;Frei
7369;20080101;2024-12-31;475;49.1623;10.3661;Feuchtwangen-Heilbronn;Bayern;Frei
7370;20070101;2024-12-31;499;49.391;12.6838;WaldmÃ¼nchen;Bayern;Frei
7373;20070101;2024-12-31;3;53.5984;6.7024;Borkum-Flugplatz;Niedersachsen;Frei
7374;20070101;2024-12-31;46;52.0813;6.9409;Ahaus;Nordrhein-Westfalen;Frei
7389;20070101;2024-12-31;83;52.7461;13.8427;Heckelberg;Brandenburg;Frei
7393;20100101;2024-12-31;116;51.4492;14.2533;Hoyerswerda;Sachsen;Frei
7394;20070101;2024-12-31;622;50.0315;11.9745;Wunsiedel-SchÃ¶nbrunn;Bayern;Frei
7395;20080101;2024-12-31;351;48.6595;12.5388;Gottfrieding;Bayern;Frei
7396;20090101;2024-12-31;740;50.5084;9.2246;Hoherodskopf/Vogelsberg;Hessen;Frei
7403;20080101;2024-12-31;672;47.7955;10.0325;Leutkirch-Herlazhofen;Baden-WÃ¼rttemberg;Frei
7410;20120101;2024-12-31;350;50.7513;9.0224;Neu-Ulrichstein;Hessen;Frei
7412;20070101;2024-12-31;340;50.0083;9.4238;NeuhÃ¼tten/Spessart;Bayern;Frei
7419;20070101;2024-12-31;389;50.661;12.0756;Langenwetzendorf-GÃ¶ttendorf;ThÃ¼ringen;Frei
7420;20080101;2024-12-31;246;51.1045;11.7113;Naumburg/Saale-Kreipitzsch;Sachsen-Anhalt;Frei
7424;20070101;2024-12-31;457;47.7724;12.9073;Piding;Bayern;Frei
7427;20080101;2024-12-31;17;54.0188;9.9255;Padenstedt (Pony-Park);Schleswig-Holstein;Frei
7428;20080101;2024-12-31;397;50.4167;10.8156;Veilsdorf;ThÃ¼ringen;Frei
7431;20080101;2024-12-31;604;48.013;11.5524;Oberhaching-Laufzorn;Bayern;Frei
7432;20080101;2024-12-31;71;52.6423;10.6628;Wittingen-Vorhop;Niedersachsen;Frei
13670;20080101;2024-12-31;24;51.5088;6.7018;Duisburg-Baerl;Nordrhein-Westfalen;Frei
13674;20080101;2024-12-31;237;49.2943;8.9053;Waibstadt;Baden-WÃ¼rttemberg;Frei
13675;20080101;2024-12-31;75;52.0818;9.4077;Hameln-Hastenbeck;Niedersachsen;Frei
13696;20080101;2024-12-31;60;51.5966;7.4048;Waltrop-Abdinghof;Nordrhein-Westfalen;Frei
13700;20090101;2024-12-31;203;51.3329;7.3412;Gevelsberg-OberbrÃ¶king;Nordrhein-Westfalen;Frei
13710;20090101;2024-12-31;490;48.5734;12.2576;Landshut-Reithof;Bayern;Frei
13711;20080101;2024-12-31;289;50.682;11.515;KrÃ¶lpa-Rockendorf;ThÃ¼ringen;Frei
13713;20080101;2024-12-31;385;51.0899;7.6289;Meinerzhagen-Redlendorf;Nordrhein-Westfalen;Frei
13776;20090101;2010-12-31;85;52.1789;9.9524;Hildesheim-Drispenstedt;Niedersachsen;Frei
13777;20090101;2024-12-31;109;52.2467;10.9592;Helmstedt-Emmerstedt;Niedersachsen;Frei
13876;19220101;1944-12-31;755;50.7667;13.7333;Altenberg-Raupennest;Sachsen;Frei
13886;19380101;1971-12-31;250;50.7;11.6;PÃ¶ÃŸneck;ThÃ¼ringen;Fre
13898;19320101;1976-12-31;286;51.4667;10.3;Wehnde;ThÃ¼ringen;Frei
13904;20090101;2007-12-31;3;55.0;6.3333;Nordseeboje 2;Hamburg;Frei
13965;20090101;2024-12-31;619;48.2639;8.8134;Balingen-Bronnhaupten;Baden-WÃ¼rttemberg;Frei
14138;20100101;2014-12-31;73;52.1655;14.1224;Falkenberg (Grenzschichtmessfe;Brandenburg;Frei
14311;19580101;2005-12-31;530;50.15;6.5527;Hersdorf-WeiÃŸenseifen;Rheinland-Pfalz;Frei
15000;20120101;2024-12-31;231;50.7983;6.0244;Aachen-Orsbach;Nordrhein-Westfalen;Frei
15207;20140101;2024-12-31;317;51.2835;9.359;Schauenburg-Elgershausen;Hessen;Frei
15444;20150101;2024-12-31;593;48.4418;9.9216;Ulm-MÃ¤hringen;Baden-WÃ¼rttemberg;Frei
15526;18810101;1935-12-31;29;53.5467;9.9716;Hamburg (Deutsche Seewarte);Hamburg;Frei
15555;20170101;2024-12-31;815;47.8761;10.5849;Kaufbeuren-Oberbeuren;Bayern;Frei
15813;20230101;2024-12-31;40;52.5126;7.4131;Lingen-Baccum;Niedersachsen;Frei
15926;19510101;1954-12-31;370;49.341;12.133;Fronberg (Schwandorf);Bayern;Frei
15951;19770101;2003-12-31;280;49.2121;7.5882;Pirmasens (KlÃ¤ranlage);Rheinland-Pfalz;Frei
15963;19530101;2003-12-31;40;51.3258;6.5089;St. TÃ¶nis;Nordrhein-Westfalen;Frei
15964;18810101;1954-12-31;45;51.33;6.56;Krefeld-Mitte;Nordrhein-Westfalen;Frei
15965;19700101;1983-12-31;350;50.3102;9.7838;BrÃ¼ckenau, Bad (Elisabethenho;Bayern;Frei
15979;19480101;1978-12-31;426;49.9311;7.5153;Sargenroth;Rheinland-Pfalz;Frei
16085;19610101;1961-12-31;8;53.5874;8.6011;Leherheide;Bremen;Frei
19087;19580101;1994-12-31;645;48.8049;13.5528;Freyung vorm Wald;Bayern;Frei
19171;20210101;2024-12-31;13;54.0039;9.8555;Hasenkrug-Hardebek;Schleswig-Holstein;Frei
19172;20210101;2024-12-31;48;54.0246;9.388;Wacken;Schleswig-Holstein;Frei
19207;20240101;2024-12-31;16;53.8178;12.0645;GÃ¼lzow-PrÃ¼zen;Mecklenburg-Vorpomme;Frei
19318;19470101;1978-12-31;292;50.718;10.431;Schmalkalden;ThÃ¼ringen;Frei
19364;19380101;1977-12-31;720;50.6167;10.8167;Schmiedefeld/Rennsteig;ThÃ¼ringen;Frei
19378;19580101;1977-12-31;505;50.8333;10.5833;Finsterbergen;ThÃ¼ringen;Frei
19406;18870101;1960-12-31;132;51.0833;11.6333;Sulza, Bad;ThÃ¼ringen;Frei
19433;18870101;1961-12-31;316;50.8188;10.3443;Liebenstein, Bad;ThÃ¼ringen;Frei
19510;19500101;1970-12-31;159;51.1;12.33;Lucka;ThÃ¼ringen;Frei
19579;19710101;2004-12-31;875;47.8194;8.3348;Bonndorf;Baden-WÃ¼rttemberg;Frei
19580;19750101;2005-12-31;471;48.4951;9.4003;Urach, Bad/Erms;Baden-WÃ¼rttemberg;Frei
19581;19750101;2004-12-31;600;48.6671;8.47;EnzklÃ¶sterle/Schwarzwald;Baden-WÃ¼rttemberg;Frei
19582;19460101;2000-12-31;754;48.1419;8.4255;KÃ¶nigsfeld;Baden-WÃ¼rttemberg;Frei
19607;19730101;2000-12-31;615;50.6952;13.4972;CÃ¤mmerswalde-Rauschenbach;Sachsen;Frei
19617;19330101;2006-12-31;310;49.7391;10.6039;Burghaslach;Bayern;Frei
19631;18820101;1969-12-31;268;50.8083;10.2294;Salzungen;ThÃ¼ringen;Frei
19647;19510101;2004-12-31;178;49.4547;8.9794;Eberbach/Neckar;Baden-WÃ¼rttemberg;Frei
19774;19720101;1993-12-31;174;51.4814;10.8057;Nordhausen (Umspannwerk);ThÃ¼ringen;Frei
19781;18810101;1953-12-31;367;48.7429;11.4233;Ingolstadt;Bayern;Frei
19794;18810101;1954-12-31;370;49.4415;11.8529;Amberg (Mariahilfberg);Bayern;Frei
19831;19240101;1994-12-31;430;48.5957;8.729;Nagold/Nagold;Baden-WÃ¼rttemberg;Frei
19856;20250101;2024-12-31;625;47.6134;12.9819;SchÃ¶nau am KÃ¶nigssee;Bayern;Frei
19911;19640101;1985-12-31;215;50.9625;10.0663;Gerstungen/ThÃ¼ringen;ThÃ¼ringen;Frei
19940;19670101;1979-12-31;31;52.6069;11.88;Stendal/Altmark;Sachsen-Anhalt;Frei
19985;19810101;2003-12-31;455;48.8457;8.9073;Weissach/Strudelbach;Baden-WÃ¼rttemberg;Frei
19989;18810101;2011-12-31;147;50.0681;8.2603;Wiesbaden (SÃ¼dost);Hessen;Frei
20007;18810101;1934-12-31;332;50.8422;12.877;Chemnitz-Altendorf;Sachsen;Frei
20098;20260101;2024-12-31;019;48.5651;8.2284;Seebach (Nationalpark Schwarzw;Baden-WÃ¼rttemberg;Frei
